total_commits,total_prs,merged_prs,total_issues_opened,total_issues_closed,review_comments,active_weeks,repos_contributed,total_stars,total_forks,avg_pr_lines_changed,avg_issue_response_hours,commit_trend_score,language_count,impact_score
161,26,0,146,114,33,3,11,5,1,26.0,54.9,1.0,11,38.04
422,94,43,120,102,149,8,8,5,0,181.1,95.2,0.5,12,61.61
65,37,14,145,13,7,9,22,5,1,122.4,145.1,0.5,12,35.53
609,100,24,84,74,86,40,30,45,10,258.1,135.4,1.0,6,69.91
70,66,46,141,76,48,16,20,7,0,43.5,157.0,1.0,11,47.41
187,48,26,40,8,8,15,12,6,0,159.1,34.9,0.2,0,36.31
308,59,42,115,91,148,26,32,12,3,394.8,131.3,1.0,0,63.52
666,80,18,145,71,97,48,37,42,4,482.8,15.1,1.0,15,72.43
448,73,8,119,33,48,2,19,5,0,93.1,90.1,0.5,1,43.1
624,71,54,100,43,46,28,21,11,3,455.3,33.4,0.2,4,62.26
638,59,0,34,1,34,21,25,8,0,122.6,1.7,0.2,7,48.88
451,17,3,109,100,116,23,0,7,1,465.5,102.4,0.5,10,53.6
255,191,14,44,17,164,23,13,5,1,103.8,38.8,1.0,8,52.28
29,55,17,33,2,32,34,18,7,2,479.7,136.0,0.2,2,28.73
465,183,41,41,8,74,3,23,5,1,433.3,153.9,0.5,14,44.46
487,164,162,126,41,66,26,6,9,3,561.4,30.7,0.5,1,49.36
395,92,81,138,58,137,28,9,14,2,89.0,85.0,0.2,5,61.49
598,200,176,87,49,100,48,34,6,0,304.3,124.2,0.2,15,75.1
255,160,48,115,73,196,4,11,5,0,587.6,20.0,0.5,1,41.57
704,141,106,12,10,18,29,3,18,3,416.2,134.1,0.2,4,51.98
360,26,18,64,45,45,38,20,12,4,65.6,17.1,0.2,4,65.83
766,65,31,56,35,116,11,10,5,1,89.8,19.0,0.2,12,55.52
695,82,33,97,24,49,47,0,10,3,121.4,48.7,0.5,14,60.84
312,128,127,130,84,3,17,29,5,0,516.1,103.1,0.5,11,47.1
73,156,80,48,43,114,31,16,9,3,238.4,106.6,0.2,5,57.71
324,106,29,68,23,115,31,30,6,0,547.2,95.3,0.2,13,50.44
82,102,44,138,21,36,51,38,5,1,343.6,155.8,0.2,9,44.75
787,105,27,10,2,151,20,20,12,3,241.3,73.2,0.5,4,61.46
661,104,22,75,23,10,27,24,5,1,374.1,4.5,1.0,10,55.44
109,57,41,137,10,11,17,36,8,2,422.6,26.4,1.0,2,40.71
181,38,6,44,4,95,47,18,8,2,67.6,62.6,0.2,13,48.14
411,76,1,26,24,149,7,33,6,1,35.1,52.0,0.5,4,51.09
689,0,0,10,6,45,36,32,25,5,383.0,80.7,0.5,10,58.46
653,102,36,102,95,79,49,7,9,2,130.6,110.6,0.2,4,55.87
732,111,103,37,11,19,12,11,5,1,27.3,27.4,0.5,6,51.63
750,124,120,130,28,23,30,39,7,2,243.8,102.4,1.0,8,64.67
589,176,134,24,20,41,32,12,5,1,34.2,147.0,0.5,13,63.25
172,180,0,15,0,89,12,10,8,0,237.6,146.7,0.2,10,36.48
646,11,5,45,17,62,33,15,8,0,213.2,115.8,0.5,5,57.48
626,15,1,115,50,136,44,27,5,1,261.7,41.0,0.2,5,59.89
569,52,32,98,86,52,13,30,7,2,303.4,106.7,1.0,12,65.9
253,111,70,78,13,0,4,12,5,1,94.1,151.2,1.0,4,38.53
101,172,138,130,57,89,11,29,12,3,38.0,80.1,1.0,0,44.94
504,98,12,11,6,193,40,23,16,1,380.9,157.0,1.0,3,62.91
669,68,31,19,19,32,29,38,7,1,276.4,84.5,0.2,11,65.16
546,164,63,138,76,89,42,31,5,1,594.4,138.1,0.2,12,60.07
385,94,89,102,68,98,48,10,9,1,497.7,23.2,0.5,6,65.58
579,41,21,83,28,154,17,27,9,0,266.6,50.0,0.2,0,60.69
455,68,60,36,26,108,37,19,5,1,371.2,81.4,1.0,0,64.62
314,175,174,127,65,143,22,39,17,2,165.5,160.2,0.2,9,63.85
115,105,59,62,18,117,33,40,6,1,348.9,135.8,0.2,12,49.25
28,67,37,80,1,154,10,40,8,1,5.9,162.1,0.2,1,36.53
167,102,17,117,5,101,25,18,8,2,10.8,91.5,0.5,8,42.75
226,0,0,142,138,146,35,12,19,6,197.9,51.3,1.0,7,63.21
633,152,121,67,13,141,22,26,79,10,89.6,161.3,0.5,0,64.91
695,88,49,103,13,151,49,38,6,0,546.7,159.7,0.5,9,62.26
99,142,66,144,49,112,34,18,7,1,301.6,80.6,1.0,0,49.04
165,106,82,8,0,28,40,13,7,2,73.7,38.8,0.5,9,46.23
258,33,2,100,61,70,42,21,39,9,557.5,137.5,0.5,5,50.97
145,199,32,29,10,88,39,38,7,1,189.3,71.5,0.2,5,51.93
185,31,0,84,30,55,40,18,7,0,299.3,80.7,0.5,9,42.46
333,95,76,57,38,111,20,10,5,1,139.1,37.8,0.2,15,60.37
83,35,18,85,44,55,6,10,11,3,357.6,0.6,0.2,12,41.96
93,17,15,60,59,199,40,9,9,1,94.2,129.8,1.0,7,61.87
632,88,71,82,41,141,20,10,5,1,102.2,141.4,0.2,10,61.72
514,83,62,94,78,21,28,4,5,1,317.5,107.0,0.5,9,56.26
613,23,8,114,58,78,17,30,5,0,128.9,129.8,0.5,14,61.27
749,75,14,118,15,91,37,19,11,4,275.7,43.7,1.0,6,61.6
37,85,29,125,65,136,1,14,5,1,252.8,146.8,0.2,6,38.27
615,46,27,9,8,121,32,34,21,7,334.1,59.2,0.2,15,75.9
556,121,25,2,1,142,27,11,6,0,108.9,74.8,0.5,13,57.0
335,186,57,123,103,200,32,3,5,1,64.4,71.4,0.5,6,55.95
299,71,48,127,22,188,30,28,12,4,355.5,66.8,0.2,9,59.24
139,150,147,65,48,161,50,27,6,2,31.6,98.7,1.0,0,67.76
706,9,1,12,8,152,35,21,7,1,318.8,39.3,1.0,10,69.86
553,152,104,133,74,73,10,18,6,1,308.8,86.8,1.0,14,66.68
596,94,56,43,35,94,52,31,6,1,209.1,87.3,1.0,3,77.34
146,18,14,149,118,187,34,38,10,2,378.7,12.4,0.2,9,60.37
541,138,48,115,115,20,29,0,28,8,317.5,153.9,0.5,10,55.04
211,108,63,40,33,100,33,6,5,1,382.9,35.3,1.0,10,53.45
770,111,108,137,29,198,5,36,6,2,295.0,90.5,0.5,10,60.06
23,188,158,146,42,26,28,29,8,1,88.7,144.7,0.5,6,40.6
226,95,11,80,64,137,48,1,12,2,449.4,129.2,1.0,10,52.96
20,191,190,31,7,147,15,37,5,0,514.6,21.1,1.0,15,56.0
314,34,20,89,15,62,46,27,5,0,318.7,138.8,0.2,3,53.31
138,76,27,118,26,102,4,21,30,9,318.6,34.5,0.5,4,47.92
450,20,6,89,65,184,38,25,8,0,145.2,103.9,1.0,0,62.33
769,110,11,93,81,74,28,15,5,0,231.5,63.1,1.0,15,62.11
581,47,22,88,14,25,24,18,6,2,368.1,110.9,1.0,7,50.58
28,40,34,107,98,166,24,26,5,1,177.0,87.6,0.5,8,60.33
262,17,13,19,1,26,39,29,41,6,535.0,56.2,1.0,9,55.15
382,31,2,48,42,143,34,0,5,1,5.0,24.0,0.5,6,51.15
432,34,32,26,8,162,16,17,7,1,347.4,99.5,0.2,0,52.6
45,107,63,102,33,177,48,38,9,2,2.2,29.2,1.0,8,55.95
628,130,116,69,40,193,22,7,18,2,498.9,55.2,1.0,14,68.47
464,68,25,5,5,108,51,35,42,16,473.3,127.3,0.5,1,70.41
207,78,26,128,16,129,31,13,8,1,448.4,161.6,0.2,7,42.29
486,115,1,64,12,59,45,0,9,2,67.6,159.9,0.2,13,47.22
23,47,34,32,25,34,22,16,14,5,554.3,11.4,0.2,7,47.79
741,167,91,115,59,34,0,17,12,0,34.0,115.9,1.0,8,48.77
102,144,55,40,17,95,49,15,16,4,35.7,81.1,1.0,9,59.46
147,36,17,139,119,7,37,35,7,2,589.8,145.4,1.0,13,50.77
209,46,11,95,10,126,19,9,5,0,499.4,116.6,1.0,6,40.34
546,159,13,9,3,78,24,33,7,2,129.1,79.8,0.2,12,58.01
459,177,167,43,3,38,49,2,5,0,475.5,65.7,0.5,4,53.55
419,139,7,2,1,119,30,38,6,0,297.0,22.9,1.0,0,58.53
26,118,27,118,11,48,48,2,10,1,56.1,34.3,0.5,1,33.61
77,167,99,126,18,47,7,1,14,1,522.1,119.3,0.5,13,27.64
114,126,14,145,42,140,51,4,7,0,154.1,41.1,0.2,4,47.2
300,33,11,92,18,23,41,25,5,0,128.8,98.7,0.2,4,42.44
750,170,4,149,69,78,47,28,14,3,108.2,103.7,0.2,5,56.74
323,24,7,33,30,104,5,29,9,1,334.3,163.0,1.0,4,54.45
276,88,88,91,74,138,22,7,6,0,63.8,112.1,0.5,2,55.83
414,193,179,73,68,105,16,30,8,2,545.0,86.3,0.5,4,65.97
219,118,48,15,0,128,33,17,6,0,306.7,38.8,1.0,2,52.67
33,125,37,145,33,21,27,19,5,0,442.2,128.4,0.2,12,31.6
622,186,160,32,12,83,14,17,8,1,162.3,158.7,0.2,5,62.11
540,105,40,70,55,47,9,0,5,1,119.6,122.1,1.0,4,50.44
14,91,42,0,0,53,48,13,5,0,329.1,63.3,0.5,12,39.73
626,1,0,132,23,31,16,7,7,0,347.8,143.8,0.2,12,38.18
581,192,189,38,15,35,43,31,5,1,499.0,113.1,1.0,14,65.87
397,2,2,86,38,139,5,35,7,2,233.1,6.8,0.2,8,62.64
700,56,15,111,15,24,46,15,38,2,57.7,148.2,0.5,2,48.66
378,177,66,84,64,36,48,36,44,6,583.7,31.8,0.5,0,55.44
70,92,26,82,30,71,26,26,5,0,566.1,102.0,0.5,9,37.39
414,110,56,37,3,24,3,35,5,1,432.6,136.1,1.0,2,38.35
705,129,38,35,14,131,28,38,27,4,0.7,161.4,0.5,4,59.2
71,127,67,83,17,119,14,22,9,1,186.9,159.8,0.2,11,48.31
465,4,0,75,11,40,39,6,130,31,83.7,117.8,0.2,3,45.19
643,45,40,83,44,144,1,18,10,3,68.7,5.3,0.5,5,58.73
224,14,4,109,52,6,3,5,5,0,86.0,14.6,0.2,5,32.3
581,188,160,109,8,89,5,8,5,1,567.9,120.2,0.2,15,54.69
753,109,55,83,28,197,46,16,6,1,582.4,51.3,0.2,4,63.08
224,162,76,98,3,27,39,5,6,0,299.5,124.9,1.0,6,41.25
749,79,62,38,16,60,22,35,43,3,599.5,89.8,0.2,10,61.74
129,117,85,46,25,115,0,32,6,1,485.5,157.1,1.0,12,44.36
156,33,17,19,19,113,26,34,7,2,161.7,104.8,0.5,14,63.54
592,15,6,92,1,9,26,6,14,2,339.4,166.9,0.2,4,35.79
240,80,34,53,19,13,19,26,20,6,328.6,159.2,0.2,2,37.8
258,154,91,41,22,65,36,11,5,0,414.6,134.6,1.0,2,50.68
784,31,6,126,99,50,34,35,5,0,149.4,144.0,0.5,7,57.91
600,73,64,128,45,185,4,33,8,2,251.9,3.9,0.5,12,70.97
265,198,4,88,12,25,2,11,5,1,222.6,32.9,1.0,8,42.43
253,7,1,102,6,79,39,33,7,2,143.8,23.9,1.0,12,59.85
54,14,3,41,3,178,12,6,9,2,355.3,101.5,0.2,2,31.34
13,53,19,121,104,29,15,6,12,2,59.3,138.2,1.0,13,38.85
46,199,191,26,20,193,24,9,12,4,410.2,103.6,0.2,8,53.09
651,119,105,134,84,93,0,40,5,0,262.5,37.5,1.0,5,68.5
723,30,0,120,118,42,35,33,10,3,313.6,0.6,0.2,14,61.05
232,119,14,106,13,109,1,35,10,0,369.3,164.0,0.2,4,34.37
207,173,152,150,98,64,30,31,13,3,291.1,140.7,0.2,14,61.14
108,1,0,73,70,3,43,35,6,1,520.3,84.1,0.2,5,36.17
666,65,37,49,49,34,13,25,45,4,494.5,65.6,0.2,12,56.55
564,90,58,66,50,170,30,1,6,1,409.6,11.1,1.0,3,57.99
251,147,93,36,5,82,3,7,16,5,494.1,65.3,0.2,15,44.14
372,11,10,133,66,200,10,18,17,5,416.9,104.2,0.2,4,55.34
295,138,74,128,16,56,1,0,6,0,255.1,136.0,0.2,0,30.91
150,25,11,18,12,121,46,23,13,3,593.5,117.3,0.5,7,57.78
236,170,157,84,29,79,35,5,5,0,492.1,147.9,0.5,15,45.55
159,125,64,149,108,31,20,30,6,1,446.7,153.6,0.2,4,41.16
559,197,19,114,63,84,51,6,5,1,459.0,83.6,0.2,10,53.78
654,11,10,118,20,58,46,24,5,0,175.6,127.4,0.5,8,68.94
432,197,118,119,18,9,22,4,7,0,122.1,138.9,0.5,3,37.83
772,166,123,136,58,123,42,3,5,1,184.1,38.3,0.2,5,68.51
452,75,9,77,64,83,45,29,10,1,97.2,29.0,0.5,12,66.21
151,115,23,142,132,76,2,28,7,0,6.2,109.7,0.5,6,38.22
147,122,121,17,6,86,13,35,48,9,250.5,23.2,1.0,4,63.39
739,129,121,13,6,171,44,1,14,3,561.7,166.9,1.0,7,67.03
180,14,11,85,47,199,15,16,5,1,412.4,158.5,1.0,4,46.21
760,21,10,115,54,65,49,0,6,1,442.7,69.1,0.2,15,55.01
512,152,118,127,86,88,16,10,7,0,422.7,4.6,1.0,8,63.72
215,103,95,33,29,186,13,11,5,0,566.2,24.7,0.2,3,52.28
779,19,14,94,83,125,27,38,5,1,253.8,9.6,0.5,5,70.7
116,73,34,141,103,147,35,14,5,0,62.1,71.4,1.0,0,48.85
212,149,45,47,1,46,47,26,168,66,476.8,2.3,0.5,5,53.83
79,15,13,139,6,18,28,29,20,6,553.0,135.4,0.2,12,40.59
198,114,113,10,5,175,0,2,6,0,110.8,140.3,0.2,8,46.95
229,28,27,112,20,144,17,28,7,0,333.1,90.7,1.0,1,53.4
759,101,96,83,33,15,10,22,9,2,592.0,54.6,1.0,7,57.29
473,179,40,126,23,138,5,10,22,2,232.6,58.5,0.2,9,51.55
790,144,109,15,4,110,45,26,7,1,494.4,76.2,0.2,9,65.21
500,67,47,5,3,185,0,32,18,3,489.6,70.3,0.5,11,63.25
771,105,2,43,2,139,0,6,8,2,103.1,7.8,0.2,2,45.96
306,60,39,8,4,66,34,36,25,6,104.0,26.4,0.2,7,59.63
211,44,0,42,15,91,4,2,5,0,391.2,55.7,0.2,3,25.49
345,72,42,8,3,103,37,32,15,4,170.9,131.6,1.0,6,64.53
773,198,62,49,10,75,15,25,26,6,79.4,136.4,0.2,11,51.65
660,59,7,32,17,192,17,5,5,1,266.6,56.0,1.0,12,56.04
320,156,153,34,3,30,9,15,48,9,45.2,77.2,1.0,11,54.78
15,98,23,68,11,144,13,28,6,2,58.7,22.2,0.5,14,44.06
77,179,58,25,15,95,14,25,5,0,570.5,79.5,0.2,12,42.66
145,179,6,108,15,114,51,14,5,1,95.0,124.6,1.0,8,51.07
322,35,17,15,6,42,45,6,5,1,516.0,59.6,0.5,3,45.43
142,25,18,26,9,60,42,3,8,1,550.4,77.4,0.2,8,47.79
477,154,32,95,88,189,16,8,5,0,327.2,119.0,0.5,10,53.96
112,151,46,1,1,197,34,30,7,1,380.4,139.4,0.2,6,46.86
240,193,43,150,150,142,27,22,5,1,565.7,27.9,0.5,9,58.27
532,85,81,128,91,188,33,33,5,1,103.1,130.2,1.0,13,75.03
727,122,17,103,100,44,1,32,6,1,395.1,130.9,0.5,9,53.02
652,81,47,20,18,100,10,35,5,0,210.2,126.8,1.0,5,64.86
361,186,169,103,21,193,19,28,5,0,353.4,42.3,0.2,0,59.51
166,62,59,70,11,73,36,36,5,0,8.1,118.0,0.5,12,56.1
174,177,113,10,2,104,25,0,6,2,205.6,141.0,1.0,11,50.1
488,72,5,4,1,157,4,3,12,0,131.8,62.3,0.2,5,44.83
137,41,19,118,11,22,37,14,6,0,28.1,162.1,1.0,4,33.86
328,102,35,102,14,175,47,26,16,1,585.4,146.2,0.5,9,56.83
223,181,134,90,1,3,36,20,5,0,162.8,15.1,0.5,4,51.66
210,50,50,105,14,3,41,39,6,1,579.0,50.3,0.2,3,43.47
398,89,35,73,14,191,12,29,5,1,536.9,87.9,0.5,13,55.19
432,177,53,64,37,46,39,2,15,5,485.3,79.5,0.5,3,45.15
523,140,112,5,0,126,39,39,8,0,418.4,6.9,0.2,9,62.2
273,197,68,19,15,43,14,17,6,1,477.7,84.2,0.5,8,44.22
459,145,2,42,22,75,49,34,6,0,505.2,23.0,1.0,1,56.71
202,132,111,68,8,167,0,0,9,1,524.6,105.1,0.5,15,42.93
759,68,22,23,12,185,17,15,6,1,9.6,134.1,1.0,7,55.08
688,109,6,78,62,165,40,26,12,1,273.4,160.6,1.0,8,67.1
282,54,29,13,6,186,24,5,8,1,391.1,143.8,0.5,8,51.11
134,173,99,59,25,141,51,4,6,0,416.4,87.3,1.0,1,45.1
61,38,28,121,118,178,10,36,17,0,310.2,56.2,1.0,14,56.16
394,5,2,60,23,105,48,27,5,1,136.7,41.7,0.5,13,64.01
606,130,62,54,1,101,30,28,10,0,242.7,117.7,0.2,4,59.53
420,121,116,147,71,198,5,39,5,1,304.9,85.2,0.5,6,62.92
514,194,84,11,6,120,48,13,8,0,407.8,28.4,1.0,15,68.37
322,163,82,5,5,163,19,36,5,1,416.7,9.9,1.0,13,63.8
783,179,19,139,102,174,46,28,5,0,112.1,10.3,0.2,12,67.95
692,3,3,49,37,148,11,32,16,1,597.1,137.2,0.2,15,61.62
122,143,39,107,89,82,49,13,13,1,54.3,123.9,0.2,13,52.6
268,43,25,150,74,40,1,13,11,2,412.2,111.7,0.2,7,37.03
334,77,76,4,0,72,22,36,9,1,16.1,63.9,0.2,2,48.08
449,48,0,94,33,155,33,10,41,5,336.8,86.1,0.5,7,52.19
55,178,37,19,14,185,34,7,7,1,556.5,64.9,0.5,8,41.73
351,165,135,148,13,26,24,16,20,5,433.6,23.8,1.0,2,48.52
336,0,0,51,28,198,2,7,7,2,586.4,69.3,0.5,1,36.8
31,131,8,132,16,116,10,25,5,0,567.5,92.4,1.0,9,37.26
306,134,83,7,0,117,9,33,8,2,203.3,94.9,1.0,14,59.04
429,138,0,108,75,175,7,38,21,3,66.1,134.4,0.5,12,53.54
135,3,0,135,34,4,15,39,5,0,454.4,29.4,0.5,6,27.44
287,68,27,83,76,97,40,11,9,1,313.2,138.0,0.5,0,49.6
83,45,0,75,18,76,10,23,5,1,351.3,157.7,0.2,7,30.06
187,141,68,145,115,103,52,3,6,1,456.6,0.1,0.5,7,55.68
384,81,17,78,5,90,22,14,11,2,300.7,13.3,1.0,14,57.77
285,173,4,62,55,102,52,17,16,5,328.1,20.0,1.0,14,63.02
510,63,47,70,51,105,9,12,43,5,23.1,67.7,0.5,13,64.56
381,148,79,145,124,170,11,8,12,4,111.6,88.1,0.2,5,56.2
420,144,32,2,1,106,25,4,48,18,341.5,68.6,0.2,11,50.64
615,168,39,150,140,63,13,20,12,3,519.1,67.2,1.0,14,65.43
727,126,57,47,23,199,27,0,6,0,315.1,8.2,0.5,7,58.18
540,190,48,21,4,32,25,0,5,1,173.8,8.3,1.0,14,53.36
408,37,4,78,29,8,18,36,5,0,10.0,86.8,1.0,15,42.21
556,120,16,8,8,111,41,20,16,2,95.9,132.0,1.0,4,73.17
303,2,1,38,3,132,11,14,6,0,342.1,81.4,0.5,13,44.99
637,66,51,32,2,166,23,25,8,2,51.1,110.7,0.2,0,53.76
459,157,104,104,12,134,27,36,6,1,454.6,109.5,1.0,9,61.54
253,78,62,65,15,181,10,20,5,0,116.5,111.0,0.5,12,54.63
99,3,0,127,125,126,12,10,5,1,209.8,37.9,0.2,5,46.07
341,159,149,18,18,50,33,30,5,1,113.9,122.9,0.5,9,65.18
281,114,36,140,0,199,17,31,7,1,575.3,69.9,0.2,7,44.62
5,177,120,105,41,19,49,38,5,1,20.5,154.4,1.0,11,47.64
91,123,88,61,61,168,10,34,9,0,211.0,32.4,0.5,1,55.47
362,130,0,88,44,139,47,5,11,3,192.6,140.3,0.5,8,55.87
735,158,100,93,31,154,42,7,27,1,295.1,79.4,0.2,9,66.47
12,183,79,81,39,30,34,17,81,32,149.2,155.1,1.0,4,49.24
182,20,17,6,5,53,37,24,6,0,563.9,122.9,0.2,11,56.71
408,175,71,5,5,113,34,34,5,0,94.5,117.2,0.2,12,62.49
289,177,111,52,13,184,15,21,11,1,33.3,31.9,0.5,9,55.78
519,13,12,110,62,10,32,38,8,3,25.5,28.3,1.0,3,63.36
613,179,157,23,17,185,52,40,21,3,133.4,15.4,1.0,4,84.04
98,85,68,70,70,86,35,3,6,1,144.6,110.6,0.2,12,52.18
33,75,58,40,9,4,20,14,9,1,4.2,80.2,0.5,11,36.15
743,178,14,136,35,163,12,5,7,0,234.2,12.3,1.0,10,53.85
746,62,36,69,53,124,51,24,295,28,244.5,41.7,1.0,12,90.16
13,35,24,18,17,77,1,8,6,2,544.3,1.0,0.5,12,42.36
49,84,6,100,30,10,25,25,5,1,222.6,21.7,1.0,2,37.52
8,159,139,150,30,2,13,37,5,0,98.9,135.3,0.2,0,29.16
146,93,17,5,4,67,21,10,10,3,276.0,62.3,0.5,11,48.24
664,47,25,10,0,159,45,34,7,0,580.2,58.6,0.5,9,63.91
677,82,32,69,17,11,20,18,12,4,168.9,47.9,0.5,7,53.82
16,161,143,30,22,140,38,24,6,1,126.8,148.9,0.5,10,59.42
407,103,20,42,38,175,23,9,5,1,31.4,117.5,0.5,0,49.28
105,107,107,35,19,138,27,1,7,1,518.2,25.9,0.5,12,55.83
16,33,12,90,8,93,32,23,5,0,119.4,0.7,0.5,7,46.18
92,108,63,24,10,108,3,22,8,2,224.1,30.1,0.5,2,46.36
214,62,37,83,39,113,36,16,5,0,158.5,125.2,0.2,3,52.74
478,149,13,81,58,31,36,5,12,4,382.3,89.3,0.5,9,47.54
735,103,74,54,27,84,24,7,8,0,193.4,102.0,0.5,14,58.48
383,175,119,12,12,47,15,30,17,5,53.2,44.6,0.2,3,61.29
577,47,10,6,4,92,27,31,6,0,490.4,116.0,1.0,15,61.25
215,144,103,74,33,10,11,35,27,4,457.9,137.0,0.5,12,48.28
632,151,47,66,21,112,30,15,9,2,134.3,89.9,0.5,4,61.65
186,5,4,24,8,176,0,4,7,0,456.7,29.4,0.5,9,43.78
141,54,19,126,84,18,38,37,8,2,5.5,113.0,0.5,10,47.15
275,176,87,32,24,14,28,20,7,2,373.4,33.9,0.2,3,45.63
30,0,0,100,100,72,15,13,10,1,455.0,166.8,1.0,4,38.13
478,119,27,52,4,106,46,32,11,0,239.1,156.0,1.0,15,63.98
28,113,0,53,35,92,3,15,6,0,368.6,28.5,1.0,9,40.63
745,9,7,76,6,33,31,17,5,1,260.6,131.3,0.5,5,57.79
438,116,53,35,23,145,0,27,16,0,24.0,118.7,0.2,11,50.88
413,67,52,18,9,146,28,17,6,1,351.7,17.6,0.2,15,61.07
766,147,138,71,9,65,38,32,7,1,372.1,52.9,0.5,0,63.14
677,53,9,106,99,111,18,13,5,1,585.2,43.2,0.5,3,52.13
133,25,5,140,136,166,4,6,6,0,559.7,38.3,0.2,0,34.36
461,111,94,41,8,49,52,37,54,15,182.5,83.6,0.2,5,69.5
349,101,91,118,95,129,44,31,5,1,300.7,23.7,0.2,6,67.29
664,123,7,84,84,139,18,4,6,0,418.5,165.9,0.2,8,48.11
589,164,94,102,39,119,47,36,9,3,581.1,65.8,1.0,10,67.5
638,68,49,49,43,138,15,0,18,6,266.9,33.8,0.2,1,59.81
556,15,4,106,10,98,25,8,5,0,213.8,53.5,0.5,13,59.59
681,133,102,82,41,192,48,22,21,3,594.7,28.9,0.5,13,73.72
281,1,0,13,6,134,28,21,8,2,485.0,143.8,0.5,1,42.71
361,65,41,27,4,44,16,19,6,1,353.2,79.3,0.5,0,47.33
147,51,12,135,104,136,27,1,8,1,191.0,79.0,0.2,2,38.91
418,49,2,76,34,39,13,32,9,0,27.1,116.5,1.0,1,44.3
553,156,136,57,1,155,49,17,12,1,400.8,2.0,0.5,2,67.47
496,147,124,34,17,86,9,35,6,0,233.5,45.4,0.2,9,62.62
325,10,7,52,22,192,49,24,12,2,592.7,163.6,0.2,10,57.89
228,146,64,4,2,149,40,35,5,1,259.3,28.3,1.0,8,64.51
276,37,2,59,5,90,33,38,58,5,312.4,102.6,0.2,14,53.2
41,58,6,144,112,170,29,30,6,1,217.5,61.4,0.2,9,53.72
68,131,108,68,66,184,10,12,5,1,434.3,141.0,0.5,12,46.67
283,27,18,107,20,62,41,14,5,1,18.7,108.0,1.0,12,50.47
733,159,71,42,29,107,30,18,28,3,509.6,74.5,1.0,0,62.44
604,54,42,22,11,23,51,33,27,8,54.2,90.9,0.2,9,67.82
797,37,24,92,43,144,19,26,9,2,14.0,70.6,0.2,7,63.63
225,167,121,30,14,159,32,37,5,0,102.8,79.2,1.0,1,61.6
36,181,109,80,34,182,34,40,9,0,533.1,47.1,0.5,14,48.21
72,160,113,107,63,80,20,12,9,0,491.1,145.3,1.0,1,40.0
463,191,53,118,65,16,22,37,5,1,34.8,97.6,0.5,12,52.49
215,129,67,140,131,113,26,13,8,2,575.7,115.1,0.5,2,54.53
154,60,37,102,87,27,11,7,31,10,361.6,106.2,0.5,2,36.28
102,39,36,138,133,164,24,6,8,0,485.1,109.0,0.5,0,45.54
411,99,91,9,1,12,29,37,5,1,88.0,93.2,0.5,7,55.39
523,169,111,77,77,116,2,15,11,0,294.5,77.3,1.0,13,72.29
531,200,186,57,12,86,22,28,5,1,141.7,17.1,0.2,6,67.83
647,10,10,81,56,173,2,22,5,0,287.1,101.4,1.0,7,69.05
528,70,35,67,5,79,23,32,8,0,45.8,10.7,0.5,1,52.66
770,39,14,82,6,50,25,34,111,9,376.7,66.1,1.0,2,53.91
761,9,9,112,112,115,39,28,8,2,85.3,107.3,0.5,8,75.44
269,105,60,147,75,6,48,14,15,2,513.7,160.2,0.2,2,45.62
442,55,8,81,61,55,48,31,8,0,71.4,97.8,0.5,11,55.19
615,180,171,37,28,59,6,32,6,1,445.8,119.4,0.2,2,56.06
339,143,94,77,20,58,14,11,6,1,595.6,62.6,1.0,11,48.62
253,149,110,99,3,119,13,19,6,1,282.6,42.8,0.2,3,49.51
353,190,161,146,91,139,18,5,27,5,444.4,155.1,1.0,3,52.61
344,3,1,42,4,131,42,6,7,1,387.3,158.4,0.2,7,47.06
781,76,35,122,49,178,3,37,6,1,416.4,136.2,0.5,0,49.02
736,32,25,73,30,51,49,1,15,2,511.6,58.4,1.0,0,56.18
588,185,165,149,98,181,52,11,5,1,249.4,76.0,0.2,12,77.01
79,0,0,35,20,191,25,15,6,2,553.0,22.6,0.2,4,39.57
696,178,56,68,5,18,13,28,54,13,534.7,82.0,1.0,0,51.89
629,18,10,38,19,70,52,25,5,0,370.1,35.5,0.5,2,66.24
468,77,50,92,55,78,8,24,15,1,230.2,82.3,0.2,12,63.72
768,91,82,97,78,162,21,22,8,0,109.6,115.1,0.5,8,73.0
94,76,5,6,1,140,20,0,55,17,200.7,10.7,1.0,6,49.67
277,199,73,65,51,123,9,11,8,1,343.6,50.5,0.2,7,45.22
67,64,46,70,48,187,47,5,6,1,348.2,33.3,0.5,2,54.45
602,117,67,132,119,150,52,20,5,0,412.9,48.6,1.0,10,77.49
292,62,28,126,83,111,27,6,8,0,317.0,62.8,0.2,1,51.57
491,62,5,79,26,149,5,20,5,0,137.3,80.9,0.5,5,54.46
646,26,25,3,3,140,4,35,7,0,402.8,106.0,0.5,13,64.77
465,13,6,140,0,36,27,37,10,1,485.2,12.1,0.5,5,52.92
723,190,50,3,3,8,3,11,5,0,301.3,146.9,1.0,10,48.85
334,35,10,73,12,24,18,9,5,0,22.0,52.9,0.5,10,38.66
756,150,144,36,1,24,25,27,22,2,444.1,23.6,0.2,4,55.32
327,59,55,150,33,47,42,11,5,0,393.0,16.1,1.0,1,54.74
77,29,24,53,16,136,19,13,5,0,136.7,29.3,0.2,12,52.66
